DATE,DGS10,interest rate %,r(t+1)-r(t),a(b-r(t)),(r(t+1)-r(t)-a(b-r(t)),,pdf,ln(pdf),,,,,sum of ln(PDF),,Vol Constraint:
3/7/2019,2.64,0.0264,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
3/8/2019,2.62,0.0262,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/11/2019,2.64,0.0264,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
3/12/2019,2.61,0.0261,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/13/2019,2.61,0.0261,0,0,0,,699.7443435,6.550715045,,,,,,,
3/14/2019,2.63,0.0263,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
3/15/2019,2.59,0.0259,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
3/18/2019,2.6,0.026,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
3/19/2019,2.61,0.0261,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
3/20/2019,2.54,0.0254,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
3/21/2019,2.54,0.0254,0,0,0,,699.7443435,6.550715045,,,,,,,
3/22/2019,2.44,0.0244,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
3/25/2019,2.43,0.0243,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
3/26/2019,2.41,0.0241,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/27/2019,2.39,0.0239,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/28/2019,2.39,0.0239,0,0,0,,699.7443435,6.550715045,,,,,,,
3/29/2019,2.41,0.0241,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
4/1/2019,2.49,0.0249,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
4/2/2019,2.48,0.0248,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
4/3/2019,2.52,0.0252,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
4/4/2019,2.51,0.0251,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
4/5/2019,2.5,0.025,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
4/8/2019,2.52,0.0252,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
4/9/2019,2.51,0.0251,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
4/10/2019,2.48,0.0248,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
4/11/2019,2.51,0.0251,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
4/12/2019,2.56,0.0256,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
4/15/2019,2.55,0.0255,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
4/16/2019,2.6,0.026,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
4/17/2019,2.59,0.0259,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
4/18/2019,2.57,0.0257,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
4/19/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
4/22/2019,2.59,0.0259,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
4/23/2019,2.57,0.0257,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
4/24/2019,2.53,0.0253,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
4/25/2019,2.54,0.0254,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
4/26/2019,2.51,0.0251,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
4/29/2019,2.54,0.0254,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
4/30/2019,2.51,0.0251,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
5/1/2019,2.52,0.0252,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
5/2/2019,2.55,0.0255,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
5/3/2019,2.54,0.0254,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
5/6/2019,2.51,0.0251,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
5/7/2019,2.45,0.0245,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
5/8/2019,2.49,0.0249,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
5/9/2019,2.45,0.0245,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/10/2019,2.47,0.0247,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
5/13/2019,2.4,0.024,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
5/14/2019,2.42,0.0242,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
5/15/2019,2.37,0.0237,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
5/16/2019,2.4,0.024,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
5/17/2019,2.39,0.0239,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
5/20/2019,2.41,0.0241,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
5/21/2019,2.43,0.0243,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
5/22/2019,2.39,0.0239,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/23/2019,2.31,0.0231,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
5/24/2019,2.32,0.0232,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
5/27/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
5/28/2019,2.26,0.0226,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
5/29/2019,2.25,0.0225,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
5/30/2019,2.22,0.0222,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
5/31/2019,2.14,0.0214,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
6/3/2019,2.07,0.0207,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
6/4/2019,2.12,0.0212,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
6/5/2019,2.12,0.0212,0,0,0,,699.7443435,6.550715045,,,,,,,
6/6/2019,2.12,0.0212,0,0,0,,699.7443435,6.550715045,,,,,,,
6/7/2019,2.09,0.0209,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
6/10/2019,2.15,0.0215,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
6/11/2019,2.15,0.0215,0,0,0,,699.7443435,6.550715045,,,,,,,
6/12/2019,2.13,0.0213,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
6/13/2019,2.1,0.021,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
6/14/2019,2.09,0.0209,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
6/17/2019,2.09,0.0209,0,0,0,,699.7443435,6.550715045,,,,,,,
6/18/2019,2.06,0.0206,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
6/19/2019,2.03,0.0203,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
6/20/2019,2.01,0.0201,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
6/21/2019,2.07,0.0207,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
6/24/2019,2.02,0.0202,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
6/25/2019,2,0.02,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
6/26/2019,2.05,0.0205,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
6/27/2019,2.01,0.0201,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
6/28/2019,2,0.02,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
7/1/2019,2.03,0.0203,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/2/2019,1.98,0.0198,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
7/3/2019,1.96,0.0196,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
7/4/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
7/5/2019,2.04,0.0204,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
7/8/2019,2.05,0.0205,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
7/9/2019,2.07,0.0207,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
7/10/2019,2.07,0.0207,0,0,0,,699.7443435,6.550715045,,,,,,,
7/11/2019,2.13,0.0213,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
7/12/2019,2.12,0.0212,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
7/15/2019,2.09,0.0209,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
7/16/2019,2.13,0.0213,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
7/17/2019,2.06,0.0206,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
7/18/2019,2.04,0.0204,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
7/19/2019,2.05,0.0205,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
7/22/2019,2.05,0.0205,0,0,0,,699.7443435,6.550715045,,,,,,,
7/23/2019,2.08,0.0208,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/24/2019,2.05,0.0205,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
7/25/2019,2.08,0.0208,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/26/2019,2.08,0.0208,0,0,0,,699.7443435,6.550715045,,,,,,,
7/29/2019,2.06,0.0206,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
7/30/2019,2.06,0.0206,0,0,0,,699.7443435,6.550715045,,,,,,,
7/31/2019,2.02,0.0202,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
8/1/2019,1.9,0.019,-0.0012,0,-0.0012,,76.37276553,4.33562616,,,,,,,
8/2/2019,1.86,0.0186,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
8/5/2019,1.75,0.0175,-0.0011,0,-0.0011,,108.7906159,4.68942508,,,,,,,
8/6/2019,1.73,0.0173,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
8/7/2019,1.71,0.0171,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
8/8/2019,1.72,0.0172,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
8/9/2019,1.74,0.0174,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
8/12/2019,1.65,0.0165,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
8/13/2019,1.68,0.0168,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/14/2019,1.59,0.0159,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
8/15/2019,1.52,0.0152,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
8/16/2019,1.55,0.0155,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/19/2019,1.6,0.016,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
8/20/2019,1.55,0.0155,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
8/21/2019,1.59,0.0159,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
8/22/2019,1.62,0.0162,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/23/2019,1.52,0.0152,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
8/26/2019,1.54,0.0154,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
8/27/2019,1.49,0.0149,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
8/28/2019,1.47,0.0147,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
8/29/2019,1.5,0.015,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/30/2019,1.5,0.015,0,0,0,,699.7443435,6.550715045,,,,,,,
9/2/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
9/3/2019,1.47,0.0147,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
9/4/2019,1.47,0.0147,0,0,0,,699.7443435,6.550715045,,,,,,,
9/5/2019,1.57,0.0157,0.001,0,0.001,,150.2737867,5.012458875,,,,,,,
9/6/2019,1.55,0.0155,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
9/9/2019,1.63,0.0163,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
9/10/2019,1.72,0.0172,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
9/11/2019,1.75,0.0175,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
9/12/2019,1.79,0.0179,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
9/13/2019,1.9,0.019,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
9/16/2019,1.84,0.0184,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
9/17/2019,1.81,0.0181,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/18/2019,1.8,0.018,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
9/19/2019,1.79,0.0179,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
9/20/2019,1.74,0.0174,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
9/23/2019,1.72,0.0172,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
9/24/2019,1.64,0.0164,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
9/25/2019,1.73,0.0173,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
9/26/2019,1.7,0.017,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/27/2019,1.69,0.0169,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
9/30/2019,1.68,0.0168,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
10/1/2019,1.65,0.0165,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
10/2/2019,1.6,0.016,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
10/3/2019,1.54,0.0154,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
10/4/2019,1.52,0.0152,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/7/2019,1.56,0.0156,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
10/8/2019,1.54,0.0154,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/9/2019,1.59,0.0159,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
10/10/2019,1.67,0.0167,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
10/11/2019,1.76,0.0176,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
10/14/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/15/2019,1.77,0.0177,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/16/2019,1.75,0.0175,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/17/2019,1.76,0.0176,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
10/18/2019,1.76,0.0176,0,0,0,,699.7443435,6.550715045,,,,,,,
10/21/2019,1.8,0.018,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
10/22/2019,1.78,0.0178,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/23/2019,1.77,0.0177,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
10/24/2019,1.77,0.0177,0,0,0,,699.7443435,6.550715045,,,,,,,
10/25/2019,1.8,0.018,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
10/28/2019,1.85,0.0185,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
10/29/2019,1.84,0.0184,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
10/30/2019,1.78,0.0178,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
10/31/2019,1.69,0.0169,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
11/1/2019,1.73,0.0173,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
11/4/2019,1.79,0.0179,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
11/5/2019,1.86,0.0186,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
11/6/2019,1.81,0.0181,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
11/7/2019,1.92,0.0192,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
11/8/2019,1.94,0.0194,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
11/11/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/12/2019,1.92,0.0192,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/13/2019,1.88,0.0188,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
11/14/2019,1.82,0.0182,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
11/15/2019,1.84,0.0184,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
11/18/2019,1.81,0.0181,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
11/19/2019,1.79,0.0179,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
11/20/2019,1.73,0.0173,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
11/21/2019,1.77,0.0177,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
11/22/2019,1.77,0.0177,0,0,0,,699.7443435,6.550715045,,,,,,,
11/25/2019,1.76,0.0176,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
11/26/2019,1.74,0.0174,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
11/27/2019,1.77,0.0177,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
11/28/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/29/2019,1.78,0.0178,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
12/2/2019,1.83,0.0183,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
12/3/2019,1.72,0.0172,-0.0011,0,-0.0011,,108.7906159,4.68942508,,,,,,,
12/4/2019,1.77,0.0177,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
12/5/2019,1.8,0.018,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/6/2019,1.84,0.0184,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
12/9/2019,1.83,0.0183,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
12/10/2019,1.85,0.0185,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
12/11/2019,1.79,0.0179,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
12/12/2019,1.9,0.019,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
12/13/2019,1.82,0.0182,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
12/16/2019,1.89,0.0189,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
12/17/2019,1.89,0.0189,0,0,0,,699.7443435,6.550715045,,,,,,,
12/18/2019,1.92,0.0192,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/19/2019,1.92,0.0192,0,0,0,,699.7443435,6.550715045,,,,,,,
12/20/2019,1.92,0.0192,0,0,0,,699.7443435,6.550715045,,,,,,,
12/23/2019,1.93,0.0193,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
12/24/2019,1.9,0.019,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
12/25/2019,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
12/26/2019,1.9,0.019,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
12/27/2019,1.88,0.0188,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
12/30/2019,1.9,0.019,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
12/31/2019,1.92,0.0192,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
1/1/2020,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/2/2020,1.88,0.0188,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/3/2020,1.8,0.018,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
1/6/2020,1.81,0.0181,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
1/7/2020,1.83,0.0183,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
1/8/2020,1.87,0.0187,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
1/9/2020,1.85,0.0185,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
1/10/2020,1.83,0.0183,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
1/13/2020,1.85,0.0185,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
1/14/2020,1.82,0.0182,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
1/15/2020,1.79,0.0179,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
1/16/2020,1.81,0.0181,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
1/17/2020,1.84,0.0184,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
1/20/2020,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/21/2020,1.78,0.0178,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/22/2020,1.77,0.0177,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
1/23/2020,1.74,0.0174,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
1/24/2020,1.7,0.017,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
1/27/2020,1.61,0.0161,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
1/28/2020,1.65,0.0165,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
1/29/2020,1.6,0.016,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
1/30/2020,1.57,0.0157,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
1/31/2020,1.51,0.0151,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
2/3/2020,1.54,0.0154,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
2/4/2020,1.61,0.0161,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
2/5/2020,1.66,0.0166,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
2/6/2020,1.65,0.0165,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
2/7/2020,1.59,0.0159,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
2/10/2020,1.56,0.0156,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
2/11/2020,1.59,0.0159,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
2/12/2020,1.62,0.0162,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
2/13/2020,1.61,0.0161,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
2/14/2020,1.59,0.0159,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
2/17/2020,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
2/18/2020,1.55,0.0155,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
2/19/2020,1.56,0.0156,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
2/20/2020,1.52,0.0152,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
2/21/2020,1.46,0.0146,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
2/24/2020,1.38,0.0138,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
2/25/2020,1.33,0.0133,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
2/26/2020,1.33,0.0133,0,0,0,,699.7443435,6.550715045,,,,,,,
2/27/2020,1.3,0.013,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
2/28/2020,1.13,0.0113,-0.0017,0,-0.0017,,8.208372866,2.105154714,,,,,,,
3/2/2020,1.1,0.011,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/3/2020,1.02,0.0102,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
3/4/2020,1.02,0.0102,0,0,0,,699.7443435,6.550715045,,,,,,,
3/5/2020,0.92,0.0092,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
3/6/2020,0.74,0.0074,-0.0018,0,-0.0018,,4.791124075,1.566765055,,,,,,,
3/9/2020,0.54,0.0054,-0.002,0,-0.002,,1.488383105,0.397690366,,,,,,,
3/10/2020,0.76,0.0076,0.0022,0,0.0022,,0.408834514,-0.894444816,,,,,,,
3/11/2020,0.82,0.0082,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
3/12/2020,0.88,0.0088,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
3/13/2020,0.94,0.0094,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
3/16/2020,0.73,0.0073,-0.0021,0,-0.0021,,0.792157801,-0.232994663,,,,,,,
3/17/2020,1.02,0.0102,0.0029,0,0.0029,,0.00168495,-6.386019342,,,,,,,
3/18/2020,1.18,0.0118,0.0016,0,0.0016,,13.63689859,2.61277925,,,,,,,
3/19/2020,1.12,0.0112,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
3/20/2020,0.92,0.0092,-0.002,0,-0.002,,1.488383105,0.397690366,,,,,,,
3/23/2020,0.76,0.0076,-0.0016,0,-0.0016,,13.63689859,2.61277925,,,,,,,
3/24/2020,0.84,0.0084,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
3/25/2020,0.88,0.0088,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
3/26/2020,0.83,0.0083,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
3/27/2020,0.72,0.0072,-0.0011,0,-0.0011,,108.7906159,4.68942508,,,,,,,
3/30/2020,0.7,0.007,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/31/2020,0.7,0.007,0,0,0,,699.7443435,6.550715045,,,,,,,
4/1/2020,0.62,0.0062,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
4/2/2020,0.63,0.0063,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
4/3/2020,0.62,0.0062,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
