DATE,DGS10,interest rate %,r(t+1)-r(t),a(b-r(t)),(r(t+1)-r(t)-a(b-r(t)),,pdf,ln(pdf),,,,,sum of ln(PDF),,Vol Constraint:
9/29/1999,5.97,0.0597,,,,,,,,,Long-term mean (b):,0.000814455,,,0
9/30/1999,5.9,0.059,-0.0007,-0.000709874,9.87E-06,,699.6394165,6.550565083,,,mean reverting speed (a):,0.012055142,,,
10/1/1999,6,0.06,0.001,-2.68E-05,0.001026764,,138.243377,4.929015733,,,volitility:,0.000570126,33799.24507,,
10/4/1999,5.95,0.0595,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
10/5/1999,6.02,0.0602,0.0007,0,0.0007,,329.3001094,5.796969522,,,b:,0.0814455,,,
10/6/1999,6.04,0.0604,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
10/7/1999,6.05,0.0605,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
10/8/1999,6.04,0.0604,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
10/11/1999,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/12/1999,6.07,0.0607,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/13/1999,6.12,0.0612,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
10/14/1999,6.17,0.0617,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
10/15/1999,6.09,0.0609,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
10/18/1999,6.12,0.0612,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
10/19/1999,6.18,0.0618,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
10/20/1999,6.19,0.0619,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
10/21/1999,6.2,0.062,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
10/22/1999,6.21,0.0621,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
10/25/1999,6.22,0.0622,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
10/26/1999,6.24,0.0624,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
10/27/1999,6.19,0.0619,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
10/28/1999,6.12,0.0612,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
10/29/1999,6.02,0.0602,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
11/1/1999,6.06,0.0606,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
11/2/1999,6.04,0.0604,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
11/3/1999,6.01,0.0601,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
11/4/1999,5.95,0.0595,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
11/5/1999,5.92,0.0592,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
11/8/1999,5.95,0.0595,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
11/9/1999,5.97,0.0597,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
11/10/1999,6,0.06,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
11/11/1999,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/12/1999,5.93,0.0593,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/15/1999,5.94,0.0594,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
11/16/1999,5.97,0.0597,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
11/17/1999,6.04,0.0604,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
11/18/1999,6.06,0.0606,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
11/19/1999,6.07,0.0607,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
11/22/1999,6.09,0.0609,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
11/23/1999,6.08,0.0608,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
11/24/1999,6.09,0.0609,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
11/25/1999,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/26/1999,6.12,0.0612,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
11/29/1999,6.21,0.0621,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
11/30/1999,6.18,0.0618,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
12/1/1999,6.21,0.0621,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/2/1999,6.24,0.0624,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/3/1999,6.17,0.0617,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
12/6/1999,6.16,0.0616,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
12/7/1999,6.11,0.0611,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
12/8/1999,6.15,0.0615,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
12/9/1999,6.14,0.0614,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
12/10/1999,6.08,0.0608,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
12/13/1999,6.11,0.0611,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/14/1999,6.22,0.0622,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
12/15/1999,6.25,0.0625,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/16/1999,6.31,0.0631,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
12/17/1999,6.3,0.063,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
12/20/1999,6.36,0.0636,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
12/21/1999,6.38,0.0638,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
12/22/1999,6.39,0.0639,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
12/23/1999,6.41,0.0641,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
12/24/1999,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
12/27/1999,6.4,0.064,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
12/28/1999,6.43,0.0643,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
12/29/1999,6.4,0.064,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
12/30/1999,6.39,0.0639,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
12/31/1999,6.45,0.0645,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
1/3/2000,6.58,0.0658,0.0013,0,0.0013,,51.99055763,3.951062118,,,,,,,
1/4/2000,6.49,0.0649,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
1/5/2000,6.62,0.0662,0.0013,0,0.0013,,51.99055763,3.951062118,,,,,,,
1/6/2000,6.57,0.0657,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
1/7/2000,6.52,0.0652,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
1/10/2000,6.57,0.0657,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
1/11/2000,6.67,0.0667,0.001,0,0.001,,150.2737867,5.012458875,,,,,,,
1/12/2000,6.72,0.0672,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
1/13/2000,6.63,0.0663,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
1/14/2000,6.69,0.0669,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
1/17/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/18/2000,6.75,0.0675,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
1/19/2000,6.73,0.0673,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
1/20/2000,6.79,0.0679,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
1/21/2000,6.79,0.0679,0,0,0,,699.7443435,6.550715045,,,,,,,
1/24/2000,6.69,0.0669,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
1/25/2000,6.7,0.067,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
1/26/2000,6.69,0.0669,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
1/27/2000,6.68,0.0668,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
1/28/2000,6.66,0.0666,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
1/31/2000,6.68,0.0668,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
2/1/2000,6.62,0.0662,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
2/2/2000,6.6,0.066,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
2/3/2000,6.49,0.0649,-0.0011,0,-0.0011,,108.7906159,4.68942508,,,,,,,
2/4/2000,6.53,0.0653,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
2/7/2000,6.64,0.0664,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
2/8/2000,6.59,0.0659,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
2/9/2000,6.56,0.0656,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
2/10/2000,6.67,0.0667,0.0011,0,0.0011,,108.7906159,4.68942508,,,,,,,
2/11/2000,6.63,0.0663,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
2/14/2000,6.56,0.0656,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
2/15/2000,6.56,0.0656,0,0,0,,699.7443435,6.550715045,,,,,,,
2/16/2000,6.56,0.0656,0,0,0,,699.7443435,6.550715045,,,,,,,
2/17/2000,6.58,0.0658,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
2/18/2000,6.49,0.0649,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
2/21/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
2/22/2000,6.36,0.0636,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
2/23/2000,6.44,0.0644,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
2/24/2000,6.36,0.0636,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
2/25/2000,6.36,0.0636,0,0,0,,699.7443435,6.550715045,,,,,,,
2/28/2000,6.37,0.0637,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
2/29/2000,6.42,0.0642,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
3/1/2000,6.39,0.0639,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/2/2000,6.4,0.064,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
3/3/2000,6.39,0.0639,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
3/6/2000,6.42,0.0642,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
3/7/2000,6.39,0.0639,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/8/2000,6.38,0.0638,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
3/9/2000,6.35,0.0635,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/10/2000,6.39,0.0639,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
3/13/2000,6.36,0.0636,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/14/2000,6.31,0.0631,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
3/15/2000,6.29,0.0629,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/16/2000,6.26,0.0626,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
3/17/2000,6.2,0.062,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
3/20/2000,6.18,0.0618,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
3/21/2000,6.13,0.0613,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
3/22/2000,6.13,0.0613,0,0,0,,699.7443435,6.550715045,,,,,,,
3/23/2000,6.08,0.0608,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
3/24/2000,6.2,0.062,0.0012,0,0.0012,,76.37276553,4.33562616,,,,,,,
3/27/2000,6.21,0.0621,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
3/28/2000,6.17,0.0617,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
3/29/2000,6.18,0.0618,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
3/30/2000,6.06,0.0606,-0.0012,0,-0.0012,,76.37276553,4.33562616,,,,,,,
3/31/2000,6.03,0.0603,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
4/3/2000,6,0.06,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
4/4/2000,5.9,0.059,-0.001,0,-0.001,,150.2737867,5.012458875,,,,,,,
4/5/2000,5.9,0.059,0,0,0,,699.7443435,6.550715045,,,,,,,
4/6/2000,5.93,0.0593,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
4/7/2000,5.86,0.0586,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
4/10/2000,5.8,0.058,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
4/11/2000,5.89,0.0589,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
4/12/2000,5.97,0.0597,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
4/13/2000,5.94,0.0594,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
4/14/2000,5.85,0.0585,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
4/17/2000,6.01,0.0601,0.0016,0,0.0016,,13.63689859,2.61277925,,,,,,,
4/18/2000,6.05,0.0605,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
4/19/2000,5.99,0.0599,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
4/20/2000,5.99,0.0599,0,0,0,,699.7443435,6.550715045,,,,,,,
4/21/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
4/24/2000,6,0.06,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
4/25/2000,6.14,0.0614,0.0014,0,0.0014,,34.32016054,3.535732952,,,,,,,
4/26/2000,6.14,0.0614,0,0,0,,699.7443435,6.550715045,,,,,,,
4/27/2000,6.23,0.0623,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
4/28/2000,6.23,0.0623,0,0,0,,699.7443435,6.550715045,,,,,,,
5/1/2000,6.29,0.0629,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
5/2/2000,6.32,0.0632,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
5/3/2000,6.4,0.064,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
5/4/2000,6.46,0.0646,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
5/5/2000,6.51,0.0651,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
5/8/2000,6.57,0.0657,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
5/9/2000,6.53,0.0653,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/10/2000,6.47,0.0647,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
5/11/2000,6.43,0.0643,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/12/2000,6.51,0.0651,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
5/15/2000,6.47,0.0647,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/16/2000,6.43,0.0643,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
5/17/2000,6.48,0.0648,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
5/18/2000,6.56,0.0656,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
5/19/2000,6.51,0.0651,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
5/22/2000,6.44,0.0644,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
5/23/2000,6.45,0.0645,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
5/24/2000,6.47,0.0647,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
5/25/2000,6.39,0.0639,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
5/26/2000,6.33,0.0633,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
5/29/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
5/30/2000,6.38,0.0638,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
5/31/2000,6.29,0.0629,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
6/1/2000,6.2,0.062,-0.0009,0,-0.0009,,201.286154,5.304727547,,,,,,,
6/2/2000,6.15,0.0615,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
6/5/2000,6.12,0.0612,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
6/6/2000,6.14,0.0614,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
6/7/2000,6.13,0.0613,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
6/8/2000,6.13,0.0613,0,0,0,,699.7443435,6.550715045,,,,,,,
6/9/2000,6.13,0.0613,0,0,0,,699.7443435,6.550715045,,,,,,,
6/12/2000,6.09,0.0609,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
6/13/2000,6.11,0.0611,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
6/14/2000,6.06,0.0606,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
6/15/2000,6.05,0.0605,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
6/16/2000,5.99,0.0599,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
6/19/2000,6,0.06,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
6/20/2000,6.03,0.0603,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
6/21/2000,6.11,0.0611,0.0008,0,0.0008,,261.4468719,5.566231096,,,,,,,
6/22/2000,6.12,0.0612,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
6/23/2000,6.19,0.0619,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
6/26/2000,6.11,0.0611,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
6/27/2000,6.1,0.061,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
6/28/2000,6.11,0.0611,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
6/29/2000,6.04,0.0604,-0.0007,0,-0.0007,,329.3001094,5.796969522,,,,,,,
6/30/2000,6.03,0.0603,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
7/3/2000,6,0.06,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
7/4/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
7/5/2000,5.99,0.0599,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
7/6/2000,6.05,0.0605,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
7/7/2000,6.01,0.0601,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
7/10/2000,6.04,0.0604,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/11/2000,6.06,0.0606,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
7/12/2000,6.09,0.0609,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/13/2000,6.01,0.0601,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
7/14/2000,6.1,0.061,0.0009,0,0.0009,,201.286154,5.304727547,,,,,,,
7/17/2000,6.17,0.0617,0.0007,0,0.0007,,329.3001094,5.796969522,,,,,,,
7/18/2000,6.16,0.0616,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
7/19/2000,6.16,0.0616,0,0,0,,699.7443435,6.550715045,,,,,,,
7/20/2000,6.01,0.0601,-0.0015,0,-0.0015,,21.96913828,3.089638663,,,,,,,
7/21/2000,6.01,0.0601,0,0,0,,699.7443435,6.550715045,,,,,,,
7/24/2000,6.04,0.0604,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
7/25/2000,6.04,0.0604,0,0,0,,699.7443435,6.550715045,,,,,,,
7/26/2000,6.04,0.0604,0,0,0,,699.7443435,6.550715045,,,,,,,
7/27/2000,6.02,0.0602,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
7/28/2000,6.04,0.0604,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
7/31/2000,6.04,0.0604,0,0,0,,699.7443435,6.550715045,,,,,,,
8/1/2000,6,0.06,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
8/2/2000,5.98,0.0598,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
8/3/2000,5.95,0.0595,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
8/4/2000,5.91,0.0591,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
8/7/2000,5.97,0.0597,0.0006,0,0.0006,,402.1973239,5.996942824,,,,,,,
8/8/2000,5.93,0.0593,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
8/9/2000,5.81,0.0581,-0.0012,0,-0.0012,,76.37276553,4.33562616,,,,,,,
8/10/2000,5.76,0.0576,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
8/11/2000,5.79,0.0579,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/14/2000,5.78,0.0578,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
8/15/2000,5.81,0.0581,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/16/2000,5.83,0.0583,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
8/17/2000,5.81,0.0581,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
8/18/2000,5.78,0.0578,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
8/21/2000,5.79,0.0579,1.00E-04,0,1.00E-04,,689.062848,6.535332483,,,,,,,
8/22/2000,5.78,0.0578,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
8/23/2000,5.73,0.0573,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
8/24/2000,5.73,0.0573,0,0,0,,699.7443435,6.550715045,,,,,,,
8/25/2000,5.73,0.0573,0,0,0,,699.7443435,6.550715045,,,,,,,
8/28/2000,5.78,0.0578,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
8/29/2000,5.81,0.0581,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
8/30/2000,5.81,0.0581,0,0,0,,699.7443435,6.550715045,,,,,,,
8/31/2000,5.73,0.0573,-0.0008,0,-0.0008,,261.4468719,5.566231096,,,,,,,
9/1/2000,5.68,0.0568,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
9/4/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
9/5/2000,5.69,0.0569,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
9/6/2000,5.72,0.0572,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
9/7/2000,5.76,0.0576,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
9/8/2000,5.73,0.0573,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/11/2000,5.77,0.0577,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
9/12/2000,5.78,0.0578,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
9/13/2000,5.74,0.0574,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
9/14/2000,5.79,0.0579,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
9/15/2000,5.84,0.0584,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
9/18/2000,5.88,0.0588,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
9/19/2000,5.86,0.0586,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
9/20/2000,5.91,0.0591,0.0005,0,0.0005,,476.3491065,6.166151002,,,,,,,
9/21/2000,5.88,0.0588,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/22/2000,5.85,0.0585,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/25/2000,5.84,0.0584,-1.00E-04,0,-1.00E-04,,689.062848,6.535332483,,,,,,,
9/26/2000,5.81,0.0581,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
9/27/2000,5.83,0.0583,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
9/28/2000,5.82,0.0582,-0.0001,0,-0.0001,,689.062848,6.535332483,,,,,,,
9/29/2000,5.8,0.058,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/2/2000,5.83,0.0583,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
10/3/2000,5.87,0.0587,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
10/4/2000,5.9,0.059,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
10/5/2000,5.87,0.0587,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
10/6/2000,5.82,0.0582,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
10/9/2000,.,#VALUE!,#VALUE!,0,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/10/2000,5.8,0.058,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,
10/11/2000,5.77,0.0577,-0.0003,0,-0.0003,,609.2763793,6.41227199,,,,,,,
10/12/2000,5.73,0.0573,-0.0004,0,-0.0004,,547.0794604,6.304594058,,,,,,,
10/13/2000,5.73,0.0573,0,0,0,,699.7443435,6.550715045,,,,,,,
10/16/2000,5.74,0.0574,0.0001,0,0.0001,,689.062848,6.535332483,,,,,,,
10/17/2000,5.68,0.0568,-0.0006,0,-0.0006,,402.1973239,5.996942824,,,,,,,
10/18/2000,5.66,0.0566,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/19/2000,5.66,0.0566,0,0,0,,699.7443435,6.550715045,,,,,,,
10/20/2000,5.64,0.0564,-0.0002,0,-0.0002,,657.9867524,6.489184798,,,,,,,
10/23/2000,5.59,0.0559,-0.0005,0,-0.0005,,476.3491065,6.166151002,,,,,,,
10/24/2000,5.63,0.0563,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
10/25/2000,5.67,0.0567,0.0004,0,0.0004,,547.0794604,6.304594058,,,,,,,
10/26/2000,5.69,0.0569,0.0002,0,0.0002,,657.9867524,6.489184798,,,,,,,
10/27/2000,5.72,0.0572,0.0003,0,0.0003,,609.2763793,6.41227199,,,,,,,
